username,followers_count,following_count,total_posts,avg_likes,avg_comments,engagement_rate,growth_rate
user_3852,679029,4777,86,13954,1511,0.0228,11.56
user_3853,465184,731,323,13731,444,0.0305,14.56
user_3854,414860,3982,991,6863,503,0.0178,3.92
user_3855,412961,2179,503,10225,1456,0.0283,-1.33
user_3856,252924,4899,948,6755,517,0.0288,-1.38
user_3857,784441,4066,1460,58232,8624,0.0852,10.91
user_3858,815660,3352,168,12616,345,0.0159,7.39
user_3859,524394,769,2651,20933,2372,0.0444,11.32
user_3860,250430,124,2315,11837,1130,0.0518,9.86
user_3861,428737,1343,1144,31258,2659,0.0791,13.43
user_3862,123788,1972,2769,9883,1444,0.0915,13.06
user_3863,622527,4207,115,39055,1439,0.065,11.4
user_3864,552216,369,301,43048,5875,0.0886,6.08
user_3865,281466,2199,2389,18322,2012,0.0722,3.24
user_3866,451930,1502,548,34990,1877,0.0816,6.62
user_3867,351040,1605,2330,20890,2866,0.0677,6.54
user_3868,63292,4257,1662,986,74,0.0167,8.37
user_3869,554343,3082,599,21139,2660,0.0429,1.16
user_3870,306035,510,1683,16912,1193,0.0592,9.15
user_3871,607200,936,2361,20978,2740,0.0391,5.76
user_3872,662948,3583,1651,19316,1984,0.0321,8.54
user_3873,353680,3986,2462,17831,683,0.0523,2.07
user_3874,269448,1165,2580,20301,2120,0.0832,5.38
user_3875,532633,1125,2988,6630,297,0.013,1.57
user_3876,161372,3926,829,10302,757,0.0685,12.88
user_3877,942763,4665,2987,57122,2407,0.0631,6.3
user_3878,92006,4957,712,7128,162,0.0792,1.82
user_3879,933856,1974,254,70179,3336,0.0787,-1.3
user_3880,130350,976,971,8258,740,0.069,9.49
user_3881,689725,4702,1874,32022,2645,0.0503,1.65
user_3882,806878,2331,1380,19606,1670,0.0264,14.82
user_3883,789768,1105,1051,38040,1985,0.0507,7.07
user_3884,849464,4724,1486,54004,5890,0.0705,2.91
user_3885,207487,591,1984,15083,1682,0.0808,9.18
user_3886,98852,2211,558,6453,429,0.0696,2.68
user_3887,493092,2301,839,11670,1570,0.0269,11.94
user_3888,139593,1102,1701,7255,752,0.0574,3.24
user_3889,728067,4619,291,24209,2728,0.037,14.8
user_3890,679841,2794,1048,7236,405,0.0112,8.29
user_3891,281618,3919,1942,6763,135,0.0245,12.35
user_3892,178832,4531,1262,3205,424,0.0203,-0.76
user_3893,843150,4207,1161,58169,7382,0.0777,3.92
user_3894,307773,4660,612,8647,311,0.0291,10.54
user_3895,46232,4575,1625,1383,94,0.0319,9.14
user_3896,349688,4725,134,26994,2860,0.0854,1.3
user_3897,461385,1610,2330,16857,1766,0.0404,4.06
user_3898,784301,3812,1697,8369,1103,0.0121,2.48
user_3899,313813,1214,1465,9373,358,0.031,8.43
user_3900,210093,2772,226,3855,292,0.0197,3.86
user_3901,332328,2408,2370,5714,186,0.0178,3.25
user_3902,704305,520,131,10863,767,0.0165,1.53
user_3903,14140,1466,1460,728,15,0.0525,4.95
user_3904,389612,1518,1902,9060,1239,0.0264,1.32
user_3905,608745,858,204,21480,1901,0.0384,14.36
user_3906,539645,221,1784,37959,4952,0.0795,0.63
user_3907,524375,4176,920,20819,578,0.0408,13.53
user_3908,112672,4192,240,8348,413,0.0778,5.28
user_3909,331817,4275,1487,14883,799,0.0473,4.42
user_3910,646961,2449,1113,24531,1723,0.0406,1.93
user_3911,590921,1695,2965,36948,4595,0.0703,8.81
user_3912,733303,107,2689,11089,779,0.0162,9.65
user_3913,621399,1179,2494,10106,470,0.017,5.95
user_3914,865690,1403,2711,48165,1370,0.0572,-1.05
user_3915,407140,817,2635,17949,544,0.0454,13.61
user_3916,70286,3945,2032,4591,545,0.0731,14.67
user_3917,94269,732,2510,6989,543,0.0799,5.33
user_3918,259635,3504,620,9654,1104,0.0414,8.43
user_3919,75071,2058,1180,3884,422,0.0574,5.66
user_3920,451542,3192,523,20341,764,0.0467,3.47
user_3921,222095,1840,2198,17481,674,0.0817,-0.69
user_3922,514317,1527,237,35064,4144,0.0762,5.75
user_3923,31651,935,2755,2336,265,0.0822,11.91
user_3924,71202,3956,2238,1979,136,0.0297,-1.71
user_3925,49777,4542,1518,3189,95,0.066,7.9
user_3926,149066,1588,631,4260,91,0.0292,12.97
user_3927,854695,2123,1172,21035,1208,0.026,1.7
user_3928,191706,362,76,14588,309,0.0777,1.12
user_3929,625446,860,1224,7099,354,0.0119,11.13
user_3930,798232,2285,265,61924,4615,0.0834,2.34
user_3931,825255,2907,163,16875,603,0.0212,1.26
user_3932,764935,2813,387,51526,1729,0.0696,4.43
user_3933,327022,2082,1502,9586,1308,0.0333,4.67
user_3934,281852,1557,2285,9737,935,0.0379,12.86
user_3935,669179,4595,635,16845,2383,0.0287,8.51
user_3936,731265,2620,1901,37284,2421,0.0543,4.9
user_3937,589158,1944,1608,20247,2187,0.0381,7.08
user_3938,534571,2755,2509,29945,1395,0.0586,14.22
user_3939,686933,646,2908,7621,765,0.0122,-0.08
user_3940,866139,2197,718,12564,462,0.015,1.53
user_3941,425149,665,895,7217,146,0.0173,14.36
user_3942,531062,997,1705,20886,2946,0.0449,14.27
user_3943,204127,4701,2843,13683,1260,0.0732,1.01
user_3944,143055,4423,2829,10324,1450,0.0823,0.47
user_3945,621756,3814,964,16872,1069,0.0289,5.16
user_3946,883766,2063,942,44370,2778,0.0533,-1.15
user_3947,805565,3747,1766,51383,3703,0.0684,9.13
user_3948,933443,540,44,28206,3153,0.0336,-0.68
user_3949,526069,4400,2873,20322,1901,0.0422,-1.01
user_3950,115586,2478,1707,5395,756,0.0532,6.25
user_3951,450916,591,1579,8766,204,0.0199,14.28
user_3952,290768,1337,2831,3436,385,0.0131,5.26
user_3953,532111,1683,1103,11012,693,0.022,4.06
user_3954,543777,4970,453,29298,1272,0.0562,14.97
user_3955,172033,2976,2946,2606,225,0.0165,7.04
user_3956,513880,1402,1109,11962,1024,0.0253,4.38
user_3957,292262,4426,2977,9834,371,0.0349,4.56
user_3958,101417,1348,2632,1566,72,0.0162,1.31
user_3959,82816,4918,1971,1939,141,0.0251,6.71
user_3960,678623,4017,2173,50074,3662,0.0792,5.46
user_3961,276709,4473,115,3140,192,0.012,2.6
user_3962,676714,2308,187,37720,1482,0.0579,0.73
user_3963,175023,4697,2109,6459,132,0.0377,3.29
user_3964,878611,2123,1922,50155,7329,0.0654,6.65
user_3965,548936,751,2171,28110,4010,0.0585,-1.01
user_3966,444945,1969,1888,11410,945,0.0278,0.61
user_3967,42971,2510,2587,2978,444,0.0796,14.11
user_3968,19658,4312,2018,873,93,0.0491,7.23
user_3969,22253,4314,2349,1503,43,0.0695,-0.92
user_3970,458382,4374,1153,17611,621,0.0398,9.78
user_3971,180635,416,2030,14257,1983,0.0899,-0.95
user_3972,158462,577,768,10131,1032,0.0704,10.56
user_3973,351808,4936,1911,27306,3539,0.0877,10.75
user_3974,707938,3768,850,32567,4454,0.0523,9.07
user_3975,211097,3659,68,9110,712,0.0465,10.45
user_3976,629138,3985,134,39561,1040,0.0645,-0.5
user_3977,951162,4669,1198,68122,3029,0.0748,10.36
user_3978,663212,2203,1692,51392,1472,0.0797,0.32
user_3979,521498,1958,2570,17062,759,0.0342,3.77
user_3980,227058,3062,90,14965,1097,0.0707,14.03
user_3981,658911,4278,1379,16304,576,0.0256,6.55
user_3982,859379,3072,86,41413,1725,0.0502,14.45
user_3983,586289,3533,1536,13243,1032,0.0243,-0.49
user_3984,181231,2770,1693,6219,399,0.0365,6.12
user_3985,123775,1820,1797,9307,751,0.0813,-0.94
user_3986,970211,4163,986,19623,1487,0.0218,8.71
user_3987,558531,1827,2248,30310,3145,0.0599,-0.66
user_3988,678160,4262,1809,34929,4954,0.0588,0.98
user_3989,863371,847,632,15930,541,0.0191,2.4
user_3990,320972,3265,1906,10533,346,0.0339,10.73
user_3991,262716,3838,1642,12980,1698,0.0559,0.79
user_3992,401455,3026,716,9274,796,0.0251,12.39
user_3993,269854,3787,2670,17822,2132,0.0739,0.24
user_3994,415600,1761,2315,32437,1557,0.0818,-1.4
user_3995,939542,802,1257,23519,3004,0.0282,4.72
user_3996,172918,2519,2426,3991,559,0.0263,14.65
user_3997,220055,4019,268,9208,944,0.0461,-0.12
user_3998,986325,1442,657,61491,2076,0.0644,-0.27
user_3999,301135,2655,969,8947,1220,0.0338,10.77
user_4000,735417,727,1924,8377,1030,0.0128,3.31
user_4001,401187,155,1131,19211,2259,0.0535,10.19
user_4002,423355,3337,2730,32582,807,0.0789,1.4
user_4003,872877,4803,195,32636,4042,0.042,5.82
user_4004,209139,1996,742,8242,312,0.0409,2.51
user_4005,81257,1145,2493,6323,309,0.0816,5.68
user_4006,478958,1832,790,28077,2668,0.0642,11.07
user_4007,825143,4591,1967,49790,2710,0.0636,10.95
user_4008,7530,3307,722,371,39,0.0544,6.77
user_4009,274260,2047,2148,21453,2124,0.086,13.78
user_4010,591082,4919,946,34413,1172,0.0602,2.48
user_4011,918786,1611,157,66751,7027,0.0803,2.09
user_4012,211545,4056,2537,12471,1747,0.0672,8.43
user_4013,658258,1725,2417,40455,1656,0.064,8.56
user_4014,529423,1172,1169,16056,1567,0.0333,-1.21
user_4015,925133,4031,1960,28904,1862,0.0333,8.33
user_4016,372616,1351,1911,24148,1925,0.07,4.37
user_4017,912579,993,1898,28079,1609,0.0325,10.71
user_4018,479336,4600,1273,23676,1563,0.0527,11.74
user_4019,776158,995,1503,21309,506,0.0281,7.39
user_4020,614375,650,1388,41279,6092,0.0771,-1.97
user_4021,721391,2750,329,12793,1294,0.0195,8.82
user_4022,820812,4870,1063,55865,4753,0.0739,10.73
user_4023,917383,1467,1690,47879,3345,0.0558,2.23
user_4024,280215,1574,1584,6468,582,0.0252,5.9
user_4025,21074,3816,1603,1010,70,0.0512,14.42
user_4026,747084,300,1520,22244,1485,0.0318,3.07
user_4027,593131,1594,2336,19361,1554,0.0353,1.79
user_4028,40901,128,789,1415,79,0.0365,1.58
user_4029,274349,3173,35,3959,171,0.0151,7.5
user_4030,974165,947,625,76975,7109,0.0863,14.15
user_4031,912093,4926,1401,11134,1442,0.0138,8.35
user_4032,793338,275,832,44724,1783,0.0586,3.16
user_4033,396807,1259,2010,14279,346,0.0369,8.86
user_4034,913008,4948,2549,50416,2625,0.0581,8.62
user_4035,588275,4887,914,20552,3028,0.0401,8.15
user_4036,981874,2228,1587,56126,7169,0.0645,0.71
user_4037,343829,2729,2336,20989,2045,0.067,8.79
user_4038,373598,2935,433,21795,3068,0.0666,5.31
user_4039,368631,2856,44,6627,516,0.0194,-1.68
user_4040,579688,753,2024,32452,4797,0.0643,7.18
user_4041,157222,2594,335,4653,272,0.0313,14.82
user_4042,32852,2420,590,394,20,0.0126,3.95
user_4043,961374,3331,744,37530,3863,0.0431,14.41
user_4044,514012,4760,1869,20739,1434,0.0431,-0.36
user_4045,840188,378,1319,35877,3638,0.047,10.45
user_4046,378501,4278,1973,22459,1339,0.0629,-0.06
user_4047,644340,4980,408,20373,2044,0.0348,2.65
user_4048,57481,170,2789,1843,102,0.0338,7.7
user_4049,788715,1014,463,11230,299,0.0146,8.08
user_4050,34691,4274,2764,2014,279,0.0661,11.18
user_4051,395341,3725,990,19667,2651,0.0565,8.46
user_4052,199137,2126,2788,6862,1003,0.0395,8.09
user_4053,551458,382,2435,32736,3704,0.0661,13.51
user_4054,533726,3418,1984,25413,2763,0.0528,5.69
user_4055,807527,1366,2409,34600,3206,0.0468,1.83
user_4056,672514,1246,1848,30796,1120,0.0475,0.75
user_4057,402220,3220,323,21938,978,0.057,4.8
user_4058,797184,1479,783,44801,2581,0.0594,10.12
user_4059,56426,405,1993,1705,231,0.0343,-1.28
user_4060,240968,4284,835,4783,203,0.0207,0.19
user_4061,289963,1576,2179,6078,850,0.0239,-0.2
user_4062,496384,3947,897,27180,2390,0.0596,7.95
user_4063,879483,78,2997,62532,7067,0.0791,2.13
user_4064,522121,1063,722,20187,693,0.04,0.83
user_4065,156289,2752,2913,3417,187,0.0231,8.08
user_4066,262501,877,963,16527,2389,0.0721,10.94
user_4067,520165,4496,2346,35513,1938,0.072,3.65
user_4068,220780,2074,2449,15816,925,0.0758,7.83
user_4069,296138,348,2080,15540,709,0.0549,-0.33
user_4070,671396,1915,322,47166,1734,0.0728,13.9
user_4071,733635,4066,1599,8127,408,0.0116,3.73
user_4072,98756,2161,179,1728,178,0.0193,14.96
user_4073,443632,804,2221,7311,579,0.0178,14.64
user_4074,928091,819,2821,55576,5112,0.0654,11.24
user_4075,96665,3785,2248,1437,51,0.0154,-1.66
user_4076,657005,1288,1223,29398,3653,0.0503,7.24
user_4077,163002,4979,2444,7023,856,0.0483,-0.52
user_4078,262691,2263,2843,8340,190,0.0325,13.22
user_4079,607123,1956,1211,43062,3008,0.0759,11.42
user_4080,123232,1614,1193,2702,78,0.0226,14.53
user_4081,948594,1268,2083,32890,4044,0.0389,8.34
user_4082,743849,4651,1134,47749,5531,0.0716,6.88
user_4083,446358,1407,1163,5414,743,0.0138,6.82
user_4084,244051,3889,1999,13936,707,0.06,4.57
user_4085,158547,1510,272,10646,844,0.0725,5.97
user_4086,413104,4035,1452,31089,1367,0.0786,8.8
user_4087,569020,1466,2098,40594,2770,0.0762,13.86
user_4088,737983,2903,750,23878,2098,0.0352,8.13
user_4089,309449,4906,2356,15795,425,0.0524,12.57
user_4090,702397,4978,517,10824,1222,0.0171,12.67
user_4091,534634,1478,1448,14996,1359,0.0306,6.82
user_4092,788019,4428,567,13077,1670,0.0187,3.91
user_4093,13763,4524,980,441,24,0.0338,8.87
user_4094,191237,4343,151,13628,1872,0.0811,5.58
user_4095,763841,3112,1367,26201,3925,0.0394,-0.62
user_4096,857047,3121,877,42280,5898,0.0562,4.42
user_4097,430332,605,1175,17358,2102,0.0452,14.9
user_4098,646275,405,2052,27223,3419,0.0474,-1.18
user_4099,217823,1613,540,16961,1604,0.0852,9.84
user_4100,92353,3550,49,2838,126,0.0321,12.3
user_4101,222373,1090,2694,11988,1294,0.0597,9.03
user_4102,358792,2736,2071,14137,1592,0.0438,7.69
user_4103,550844,4524,528,7866,1164,0.0164,10.03
user_4104,846474,4825,1280,37459,3385,0.0483,5.3
user_4105,543387,2603,1578,36371,2010,0.0706,-0.45
user_4106,372233,1829,35,6295,685,0.0188,14.36
user_4107,177168,125,1016,2634,388,0.0171,5.35
user_4108,728346,4376,1627,15116,650,0.0216,9.31
user_4109,669590,3369,1859,42524,2652,0.0675,7.03
user_4110,423225,2399,2036,25681,2322,0.0662,-1.07
user_4111,203041,2823,1273,10060,423,0.0516,14.2
user_4112,34866,2312,1763,1491,34,0.0437,11.47
user_4113,106400,3279,2330,7680,490,0.0768,0.53
user_4114,871678,2166,1108,55498,7353,0.0721,14.69
user_4115,340119,442,2332,22732,583,0.0685,10.53
user_4116,436071,1158,1381,29185,2211,0.072,6.03
user_4117,344701,4412,397,18955,2257,0.0615,8.39
user_4118,138488,660,1218,5824,838,0.0481,-0.19
user_4119,597804,2825,495,42161,6244,0.081,7.53
user_4120,187987,4048,1309,14065,1052,0.0804,-0.75
user_4121,412274,722,348,4809,690,0.0133,7.26
user_4122,995141,3727,1859,13542,333,0.0139,7.4
user_4123,434934,80,1206,33538,3922,0.0861,12.87
user_4124,295746,1450,457,8695,900,0.0324,10.33
user_4125,468874,4121,1410,33353,1748,0.0749,2.24
user_4126,472328,666,1793,17577,1510,0.0404,13.1
user_4127,190139,4684,1242,3486,128,0.019,7.75
user_4128,159588,2836,1543,2494,332,0.0177,8.31
user_4129,654583,920,2083,13717,912,0.0223,0.87
user_4130,613257,4246,1864,16859,1709,0.0303,12.58
user_4131,657449,3654,1339,29056,1180,0.046,13.83
user_4132,955850,1462,887,56495,2644,0.0619,11.17
user_4133,206735,2789,2578,16341,2434,0.0908,13.99
user_4134,666847,990,1831,27277,3215,0.0457,3.14
user_4135,263299,390,1003,12183,1767,0.053,12.64
user_4136,124950,2958,1282,5813,339,0.0492,6.31
user_4137,330638,4183,2648,15791,653,0.0497,0.79
user_4138,601517,709,1344,27815,2375,0.0502,9.37
user_4139,105648,2083,2073,1121,94,0.0115,9.63
user_4140,39547,1610,1038,400,17,0.0105,2.88
user_4141,554083,3507,1809,9328,1075,0.0188,-1.53
user_4142,187368,1706,826,3205,214,0.0182,1.4
user_4143,546735,3025,1913,32444,1434,0.062,4.8
user_4144,692958,1099,1429,16869,1065,0.0259,0.85
user_4145,960318,503,2686,69747,6505,0.0794,1.3
user_4146,747111,1754,1338,56035,6412,0.0836,4.65
user_4147,257190,2834,1161,20141,1664,0.0848,14.35
user_4148,207402,868,424,15707,1387,0.0824,10.99
user_4149,253419,4918,1806,7357,280,0.0301,3.44
user_4150,755105,62,613,34496,4791,0.052,14.18
user_4151,875392,4029,2633,19505,2745,0.0254,8.98
user_4152,850710,970,2819,56516,6151,0.0737,5.74
user_4153,580365,4970,31,41896,933,0.0738,5.96
user_4154,113782,2468,2232,7918,711,0.0758,4.98
user_4155,628220,1364,2945,25339,2579,0.0444,1.96
user_4156,990410,3727,1337,62501,9331,0.0725,4.57
user_4157,928032,2067,1562,15619,2334,0.0193,6.97
user_4158,444316,1278,2145,5694,748,0.0145,6.98
user_4159,373013,4842,633,23397,662,0.0645,10.95
user_4160,926683,2484,2006,36858,5304,0.0455,4.1
user_4161,311925,2918,888,24856,2476,0.0876,10.19
user_4162,187339,2565,831,3148,390,0.0189,7.83
user_4163,476595,1488,1842,33311,2429,0.075,14.35
user_4164,418168,4214,786,18231,1122,0.0463,4.55
user_4165,841230,3593,101,57119,4582,0.0733,13.32
user_4166,99696,3225,1764,6699,261,0.0698,11.95
user_4167,504650,1831,2276,37404,2484,0.079,8.84
user_4168,51939,2313,541,1602,210,0.0349,9.13
user_4169,816948,2019,1347,62485,1557,0.0784,-0.56
user_4170,712886,261,1013,14697,582,0.0214,14.15
user_4171,142521,557,2532,2242,81,0.0163,-0.18
user_4172,575578,381,1545,23145,1675,0.0431,7.57
user_4173,914120,600,1489,62144,9297,0.0782,3.61
user_4174,874093,991,2695,37707,1603,0.045,5.31
user_4175,336098,777,1533,22871,889,0.0707,8.37
user_4176,810178,2912,800,49484,6876,0.0696,13.45
user_4177,593278,3293,1471,14630,1970,0.028,5.78
user_4178,584098,698,578,44637,1079,0.0783,14.79
user_4179,643650,2787,2158,9175,1080,0.0159,8.08
user_4180,477513,2797,2057,34800,3661,0.0805,0.73
user_4181,147295,1059,1773,4611,552,0.0351,1.23
user_4182,466453,1600,879,20995,1769,0.0488,10.17
user_4183,658957,853,1632,26071,3881,0.0455,-1.14
user_4184,722037,4130,575,15905,408,0.0226,6.17
user_4185,265803,4359,175,9321,470,0.0368,0.52
user_4186,87516,4314,2069,2057,147,0.0252,5.36
user_4187,75567,3451,1400,1834,143,0.0262,10.75
user_4188,802469,4291,844,18532,2590,0.0263,5.8
user_4189,127498,4661,1612,5639,523,0.0483,0.78
user_4190,703098,3211,2869,46302,1197,0.0676,2.28
user_4191,465894,4598,1101,23214,1695,0.0535,4.25
user_4192,537397,4205,1223,38974,2889,0.0779,-0.82
user_4193,285154,577,512,15557,2263,0.0625,7.93
user_4194,796219,3348,688,46382,4540,0.064,8.33
user_4195,764760,1073,94,43386,4452,0.0626,-0.94
user_4196,140544,3784,390,5827,656,0.0461,4.84
user_4197,247183,482,606,14399,1729,0.0652,5.04
user_4198,679743,1226,348,10114,1037,0.0164,3.67
user_4199,324853,450,609,22801,1159,0.0738,7.48
user_4200,464001,2154,1810,29903,3995,0.0731,3.88
user_4201,769613,3100,796,20907,2407,0.0303,5.08
user_4202,35518,2283,2042,2264,263,0.0711,11.56
user_4203,54909,2495,2371,597,89,0.0125,0.76
user_4204,805783,4750,598,20311,2525,0.0283,8.52
user_4205,725984,2885,240,10570,1350,0.0164,6.6
user_4206,971834,2563,1207,62795,9022,0.0739,3.19
user_4207,516693,1823,1523,32505,1288,0.0654,10.37
user_4208,540570,1146,2442,36193,3065,0.0726,7.37
user_4209,479082,978,1727,4941,471,0.0113,6.12
user_4210,240017,2001,1765,10821,679,0.0479,9.35
user_4211,415994,2023,207,24684,3187,0.067,11.64
user_4212,942768,1604,1234,19683,2344,0.0234,14.54
user_4213,453891,2828,1129,25184,2863,0.0618,8.7
user_4214,792507,4471,2541,12591,1883,0.0183,12.87
user_4215,470164,1044,863,10669,573,0.0239,-1.98
user_4216,704814,662,550,30522,3528,0.0483,7.01
user_4217,29365,2643,1090,1637,150,0.0609,1.65
user_4218,466982,645,982,9438,572,0.0214,-0.4
user_4219,442416,891,2542,10160,415,0.0239,7.04
user_4220,274146,4489,1189,6664,909,0.0276,10.7
user_4221,277091,908,1425,7400,720,0.0293,5.01
user_4222,211294,494,536,5463,695,0.0291,9.39
user_4223,882272,1838,1908,33226,3020,0.0411,6.33
user_4224,117219,4367,2493,6536,317,0.0585,5.43
user_4225,341754,3504,1511,13896,887,0.0433,2.93
user_4226,839574,4002,1137,53999,3758,0.0688,4.5
user_4227,581595,4737,152,35098,5141,0.0692,3.95
user_4228,136565,1080,333,2575,53,0.0192,8.99
user_4229,780383,1345,610,10471,1551,0.0154,-0.03
user_4230,313229,2113,1563,22382,3300,0.082,-0.43
user_4231,559516,1497,2226,8721,1303,0.0179,9.22
user_4232,736036,2095,2728,15003,1229,0.0221,7.29
user_4233,970379,4669,1905,11207,1628,0.0132,5.31
user_4234,425871,2900,1646,22990,1642,0.0578,0.59
user_4235,568760,3874,767,28873,676,0.052,4.99
user_4236,836869,2118,1517,66182,3253,0.083,11.43
user_4237,967920,3811,820,69772,9969,0.0824,13.12
user_4238,847143,2325,2477,32834,715,0.0396,9.94
user_4239,138888,1858,1517,5001,454,0.0393,-0.98
user_4240,78175,1361,1399,2406,71,0.0317,9.4
user_4241,589595,4105,699,12186,697,0.0219,2.1
user_4242,309877,2501,2181,6093,191,0.0203,3.36
user_4243,915634,1139,916,17634,2323,0.0218,1.33
user_4244,96028,1722,1566,1727,167,0.0197,11.19
user_4245,510666,3725,1813,13704,1881,0.0305,9.03
user_4246,143312,4582,2132,4509,493,0.0349,8.4
user_4247,492450,4974,703,38071,5567,0.0886,9.36
user_4248,93493,4404,1315,4720,407,0.0548,2.03
user_4249,126149,2053,1705,9982,1028,0.0873,5.56
user_4250,754704,4248,1405,27224,2584,0.0395,8.77
user_4251,203435,4914,2213,8551,709,0.0455,8.82
user_4252,164834,1174,962,5393,700,0.037,11.46
user_4253,271403,1271,1329,6188,642,0.0252,2.88
user_4254,182211,2910,1053,3648,452,0.0225,11.1
user_4255,916207,2323,2806,69774,8528,0.0855,5.48
user_4256,277993,3040,2253,21982,985,0.0826,9.39
user_4257,344912,2560,1640,4533,473,0.0145,5.75
user_4258,369252,286,2902,7578,348,0.0215,14.13
user_4259,877141,1194,828,34775,3332,0.0434,1.05
user_4260,318013,3303,190,7328,791,0.0255,9.48
user_4261,914320,3832,2280,32432,4853,0.0408,7.8
user_4262,64095,816,1573,1220,29,0.0195,0.94
user_4263,118886,2731,1615,4987,158,0.0433,-0.88
user_4264,858342,2715,1643,24907,747,0.0299,11.59
user_4265,480926,1809,46,16656,1195,0.0371,0.68
user_4266,286711,3541,1033,4759,603,0.0187,1.17
user_4267,36292,2865,1111,1450,188,0.0451,14.63
user_4268,75813,3563,2857,5976,692,0.088,10.19
user_4269,622424,545,427,20551,2807,0.0375,2.26
user_4270,576919,3230,1152,41163,2550,0.0758,8.05
user_4271,10885,3980,93,751,23,0.0711,7.08
user_4272,978163,2122,2645,74970,2066,0.0788,12.36
user_4273,186378,387,699,12171,1591,0.0738,10.4
user_4274,853746,3999,1411,47956,5512,0.0626,12.14
user_4275,328231,3158,2853,22963,2544,0.0777,1.6
user_4276,423381,1867,868,6475,415,0.0163,8.88
user_4277,977433,186,889,41441,2875,0.0453,-1.32
user_4278,461244,2605,256,36552,5283,0.0907,-0.83
user_4279,883430,4465,2794,56426,1596,0.0657,10.13
user_4280,575100,965,2445,44481,5363,0.0867,-1.58
user_4281,706860,3588,2728,45645,2750,0.0685,7.86
user_4282,473367,2150,2897,33723,845,0.073,12.29
user_4283,321787,2957,925,19132,2229,0.0664,4.46
user_4284,45900,2964,2443,2902,182,0.0672,-1.24
user_4285,437162,2032,638,20381,2320,0.0519,10.14
user_4286,402067,3920,2720,30033,3363,0.0831,13.8
user_4287,803720,4578,1052,54454,4874,0.0738,10.19
user_4288,73692,3617,2263,5090,616,0.0774,7.83
user_4289,461796,1048,2874,26373,2519,0.0626,1.91
user_4290,401584,2197,2960,12577,720,0.0331,-1.74
user_4291,872868,4744,1333,10905,1258,0.0139,9.81
user_4292,752496,445,866,56810,5487,0.0828,1.93
user_4293,47403,3648,2885,2418,52,0.0521,12.59
user_4294,616458,4560,1943,19030,2611,0.0351,5.93
user_4295,796600,988,2631,16282,1480,0.0223,7.02
user_4296,313023,1686,653,21306,2832,0.0771,10.82
user_4297,60871,2774,2746,4173,562,0.0778,11.25
user_4298,483604,2560,1037,32408,2522,0.0722,8.93
user_4299,492862,4686,27,27184,2337,0.0599,13.95
user_4300,33174,1699,1412,1181,87,0.0382,14.7
user_4301,756111,3740,1088,23654,1855,0.0337,14.1
user_4302,224563,3485,2411,2380,324,0.012,12.01
user_4303,138653,3251,1800,9477,1160,0.0767,10.0
user_4304,111155,4229,2863,1791,65,0.0167,9.28
user_4305,334997,4416,1662,18141,1802,0.0595,-0.24
user_4306,851478,2341,1236,38559,5763,0.0521,2.62
user_4307,312822,4533,868,14661,1428,0.0514,-1.9
user_4308,502608,263,1400,37630,4597,0.084,0.34
user_4309,814081,3287,81,9942,1192,0.0137,5.47
user_4310,128795,3912,1105,8260,541,0.0683,0.49
user_4311,89668,108,2489,1223,83,0.0146,13.33
user_4312,738685,2980,1837,9359,1068,0.0141,11.7
user_4313,670927,4988,652,26895,2286,0.0435,-0.78
user_4314,474620,3021,811,6841,644,0.0158,2.23
user_4315,877338,1577,2618,57237,6449,0.0726,11.92
user_4316,764429,172,1320,35981,4356,0.0528,11.65
user_4317,621307,3769,2673,7476,413,0.0127,14.07
user_4318,980448,1486,1474,12584,491,0.0133,14.96
user_4319,865434,1212,1158,45770,2651,0.0559,14.6
user_4320,554091,3350,1731,36807,3164,0.0721,4.97
user_4321,674590,3395,544,27419,1767,0.0433,2.26
user_4322,674222,2536,2040,32915,3090,0.0534,10.89
user_4323,437571,611,918,28874,778,0.0678,3.09
user_4324,949763,4031,2230,50086,4320,0.0573,11.71
user_4325,231147,1787,806,5948,403,0.0275,7.08
user_4326,556083,954,2977,29424,2633,0.0576,11.5
user_4327,508820,3604,1380,27465,2057,0.058,2.69
user_4328,271914,4540,2446,16692,950,0.0649,6.64
user_4329,536381,1776,192,28675,3943,0.0608,7.59
user_4330,965075,2973,1019,75128,3307,0.0813,14.03
user_4331,394409,3581,1830,9390,1019,0.0264,2.53
user_4332,363455,3956,83,27832,3902,0.0873,13.92
user_4333,280713,984,1365,13385,1205,0.052,11.68
user_4334,798622,124,994,45550,6100,0.0647,10.43
user_4335,850256,344,85,14422,522,0.0176,11.38
user_4336,699112,70,1886,25615,2156,0.0397,8.29
user_4337,688687,3292,1642,43977,3492,0.0689,2.15
user_4338,305214,1088,477,18155,382,0.0607,1.22
user_4339,565485,4705,1622,7243,562,0.0138,12.73
user_4340,527549,1159,2520,25460,1730,0.0515,10.33
user_4341,158584,3821,1977,2565,274,0.0179,1.62
user_4342,925220,421,1760,73749,10471,0.091,8.46
user_4343,349939,4963,1469,25479,793,0.0751,5.61
user_4344,292077,1224,1979,3351,209,0.0122,0.7
user_4345,660738,1214,2245,46321,3600,0.0756,7.04
user_4346,565871,1142,1974,42078,3331,0.0802,2.79
user_4347,375226,1333,299,13038,1574,0.0389,-0.36
user_4348,872803,2061,2411,52686,4090,0.0651,5.94
